2026-08-31,10,0,21,203,10.344827586206897,18569.97612087602,4595.263162157001
2026-09-01,2,0,6,203,2.955665024630542,4784.030738987085,4345.471372285117
2026-09-02,4,3,9,203,4.433497536945813,6540.428231599261,4908.2050317775065
2026-09-03,5,1,13,203,6.403940886699507,7646.090084540237,4719.254288290663
2026-09-04,6,3,16,203,7.8817733990147785,7189.566021418936,5013.649600693528
2026-09-05,6,2,20,203,9.852216748768473,7878.36464822289,4872.379132330421
2026-09-06,6,4,22,203,10.83743842364532,6746.538677631877,5922.274961965661
2026-09-07,6,5,23,203,11.330049261083744,7303.322092511287,5443.294264474348
2026-09-08,6,2,27,203,13.300492610837438,7203.169666682197,5418.853922937882
2026-09-09,6,6,27,203,13.300492610837438,6335.0251297767345,5606.006745898902
2026-09-10,0,4,0,203,0.0,0.0,0.0
2026-09-11,0,8,0,203,0.0,0.0,0.0
2026-09-12,0,4,0,203,0.0,0.0,0.0
2026-09-13,0,6,0,203,0.0,0.0,0.0
2026-09-14,0,3,0,203,0.0,0.0,0.0
2026-09-15,0,2,0,203,0.0,0.0,0.0
2026-09-16,6,7,25,173,14.45086705202312,7673.522187352813,4219.4668903363045
2026-09-17,6,5,26,173,15.028901734104046,7359.3875315346995,4904.552713274303
2026-09-18,6,4,28,173,16.184971098265898,6301.27470667207,4164.017184410166
2026-09-19,6,10,24,173,13.872832369942197,6104.3883020466155,4700.210210119267
2026-09-20,6,2,28,173,16.184971098265898,6762.7592371358605,4812.186654514138
2026-09-21,6,7,27,173,15.606936416184972,6881.182683071855,4529.390301209921
2026-09-22,6,6,27,173,15.606936416184972,7233.521370012735,4816.122197600161
2026-09-23,6,6,27,173,15.606936416184972,6904.907659186071,4580.7527915505125
2026-09-24,6,5,28,173,16.184971098265898,6692.922886657929,4841.230007723706
2026-09-25,6,7,27,173,15.606936416184972,6944.6599642609135,4996.704928406435
2026-09-26,6,7,26,173,15.028901734104046,6995.098289276758,4764.756055120128
2026-09-27,6,6,26,173,15.028901734104046,6189.219026066443,4344.662103287579
2026-09-28,6,5,27,173,15.606936416184972,6518.629486657897,4423.65044410376
2026-09-29,6,5,28,173,16.184971098265898,6789.827661171696,4768.198123308729
2026-09-30,0,4,0,173,0.0,0.0,0.0
2026-10-01,0,6,0,173,0.0,0.0,0.0
2026-10-02,0,8,0,173,0.0,0.0,0.0
2026-10-03,0,4,0,173,0.0,0.0,0.0
2026-10-04,0,4,0,173,0.0,0.0,0.0
2026-10-05,0,2,0,173,0.0,0.0,0.0
